,CA1_AlQuran_Sura65,CA2_AlQuran_Sura66,MA1_Unknown4_Sketch,OA1_Unknown1_AlKhatim,OA2_Unknown2_AlGiran,OA3_Unknown3_AmthalOmani,OA4_QaboosBinSaeed_KhitabFiSohar,OA7_SheykhNuumani_AsSaaudiyeen
CA1_AlQuran_Sura65,0,0.631452806805195,0.822825587108198,1.05911677658148,0.764708097460686,1.08355384316299,0.977404662951392,0.942665714136362
CA2_AlQuran_Sura66,0.631452806805195,0,0.747010025056115,0.94207052421686,0.73799890146316,1.02746697512168,1.04629435527201,0.912538279917096
MA1_Unknown4_Sketch,0.822825587108198,0.747010025056115,0,0.888384796832409,0.561424172868856,0.815600639186078,1.11265769928135,0.87314353561776
OA1_Unknown1_AlKhatim,1.05911677658148,0.94207052421686,0.888384796832409,0,0.754496181853124,0.922695897353141,1.24424874314672,0.946317025334873
OA2_Unknown2_AlGiran,0.764708097460686,0.73799890146316,0.561424172868856,0.754496181853124,0,0.699978707085493,0.995551558543957,0.740197436291098
OA3_Unknown3_AmthalOmani,1.08355384316299,1.02746697512168,0.815600639186078,0.922695897353141,0.699978707085493,0,1.18880188649874,0.865467970439112
OA4_QaboosBinSaeed_KhitabFiSohar,0.977404662951392,1.04629435527201,1.11265769928135,1.24424874314672,0.995551558543957,1.18880188649874,0,1.18896919419333
OA7_SheykhNuumani_AsSaaudiyeen,0.942665714136362,0.912538279917096,0.87314353561776,0.946317025334873,0.740197436291098,0.865467970439112,1.18896919419333,0
